instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,hr
15412,2012-10-09,4,1,10,0,2,1,2,0.42,0.4242,0.8,0.194,15,698,713,,8
15413,2012-10-09,4,1,10,0,2,1,2,0.42,0.4242,0.77,0.2239,37,345,382,,9
15414,2012-10-09,4,1,10,0,2,1,2,0.44,0.4394,0.75,0.2239,33,131,164,,10
15415,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.69,0.194,37,156,193,,11
15416,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.69,0.194,43,217,260,,12
15417,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.67,0.1343,54,184,238,,13
15418,2012-10-09,4,1,10,0,2,1,2,0.54,0.5152,0.64,0.194,43,201,244,,14
15419,2012-10-09,4,1,10,0,2,1,2,0.52,0.5,0.63,0.1642,59,195,254,,15
15420,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1642,70,354,424,,16
15421,2012-10-09,4,1,10,0,2,1,2,0.52,0.5,0.68,0.1642,73,733,806,,17
15422,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.2239,26,758,784,,18
15423,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1642,31,483,514,,19
15424,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1642,30,330,360,,20
15425,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225,,21
15426,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.77,0.0896,7,155,162,,22
15427,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.77,0.0896,8,76,84,,23
15428,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0896,0,33,33,,0
15429,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0,2,6,8,,1
15430,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0,2,6,8,,2
15431,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0,0,6,6,,3
15432,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.1045,0,6,6,,4
15433,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40,,5
15434,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175,,6
15435,2012-10-10,4,1,10,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507,,7
15436,2012-10-10,4,1,10,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806,839,,8
15437,2012-10-10,4,1,10,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331,366,,9
15438,2012-10-10,4,1,10,0,3,1,1,0.56,0.5303,0.52,0.2985,27,190,217,,10
15439,2012-10-10,4,1,10,0,3,1,1,0.54,0.5152,0.52,0.194,53,238,291,,11
15440,2012-10-10,4,1,10,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390,,12
15441,2012-10-10,4,1,10,0,3,1,1,0.56,0.5303,0.49,0,60,237,297,,13
15442,2012-10-10,4,1,10,0,3,1,1,0.6,0.6212,0.4,0.1642,63,208,271,,14
15443,2012-10-10,4,1,10,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319,,15
15444,2012-10-10,4,1,10,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474,566,,16
15445,2012-10-10,4,1,10,0,3,1,1,0.58,0.5455,0.43,0.2239,91,857,948,,17
15446,2012-10-10,4,1,10,0,3,1,2,0.56,0.5303,0.49,0.1642,57,787,844,,18
15447,2012-10-10,4,1,10,0,3,1,2,0.56,0.5303,0.46,0.5821,32,534,566,,19
15448,2012-10-10,4,1,10,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392,,20
15449,2012-10-10,4,1,10,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269,,21
15450,2012-10-10,4,1,10,0,3,1,1,0.46,0.4545,0.55,0.2985,27,170,197,,22
15451,2012-10-10,4,1,10,0,3,1,1,0.44,0.4394,0.58,0.194,17,119,136,,23
15452,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.51,0.1343,1,41,42,,0
15453,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.47,0.194,1,10,11,,1
15454,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11,,2
15455,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3,,3
15456,2012-10-11,4,1,10,0,4,1,1,0.4,0.4091,0.5,0.2537,0,10,10,,4
15457,2012-10-11,4,1,10,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42,,5
15458,2012-10-11,4,1,10,0,4,1,1,0.36,0.3485,0.5,0.1642,1,158,159,,6
15459,2012-10-11,4,1,10,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,478,,7
15460,2012-10-11,4,1,10,0,4,1,1,0.38,0.3939,0.46,0.3881,25,773,798,,8
15461,2012-10-11,4,1,10,0,4,1,1,0.4,0.4091,0.43,0.3881,27,328,355,,9
15462,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.41,0.3582,39,165,204,,10
15463,2012-10-11,4,1,10,0,4,1,1,0.46,0.4545,0.36,0,76,175,251,,11
15464,2012-10-11,4,1,10,0,4,1,1,0.46,0.4545,0.36,0,47,279,326,,12
15465,2012-10-11,4,1,10,0,4,1,1,0.5,0.4848,0.31,0.1045,48,243,291,,13
15466,2012-10-11,4,1,10,0,4,1,1,0.52,0.5,0.32,0.0896,78,270,348,,14
15467,2012-10-11,4,1,10,0,4,1,1,0.52,0.5,0.34,0.1642,102,358,460,,15
15468,2012-10-11,4,1,10,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413,481,,16
15469,2012-10-11,4,1,10,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,827,,17
15470,2012-10-11,4,1,10,0,4,1,1,0.46,0.4545,0.44,0.1642,64,628,692,,18
15471,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,743,,19
15472,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.62,0.1642,27,388,415,,20
15473,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260,,21
15474,2012-10-11,4,1,10,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177,,22
15475,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186,,23
15476,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.66,0.1045,8,60,68,,0
15477,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.66,0.0896,8,29,37,,1
15478,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.66,0.0896,0,16,16,,2
15479,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.76,0.0896,0,6,6,,3
15480,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8,,4
15481,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35,,5
15482,2012-10-12,4,1,10,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143,,6
15483,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392,,7
15484,2012-10-12,4,1,10,0,5,1,1,0.42,0.4242,0.71,0.0896,34,711,745,,8
15485,2012-10-12,4,1,10,0,5,1,1,0.5,0.4848,0.39,0.2985,26,374,400,,9
15486,2012-10-12,4,1,10,0,5,1,1,0.52,0.5,0.36,0.2985,75,200,275,,10
15487,2012-10-12,4,1,10,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313,,11
15488,2012-10-12,4,1,10,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387,,12
15489,2012-10-12,4,1,10,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300,381,,13
15490,2012-10-12,4,1,10,0,5,1,1,0.56,0.5303,0.37,0.4627,109,262,371,,14
15491,2012-10-12,4,1,10,0,5,1,1,0.52,0.5,0.42,0.4478,138,317,455,,15
15492,2012-10-12,4,1,10,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520,,16
15493,2012-10-12,4,1,10,0,5,1,1,0.46,0.4545,0.38,0.3881,131,706,837,,17
15494,2012-10-12,4,1,10,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642,,18
15495,2012-10-12,4,1,10,0,5,1,1,0.42,0.4242,0.41,0.2239,40,453,493,,19
15496,2012-10-12,4,1,10,0,5,1,1,0.42,0.4242,0.47,0.1343,28,280,308,,20
15497,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.54,0.194,21,169,190,,21
15498,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.47,0.2985,17,143,160,,22
15499,2012-10-12,4,1,10,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100,,23
15500,2012-10-13,4,1,10,0,6,0,1,0.36,0.3636,0.57,0.0896,31,218,249,,0
15501,2012-10-13,4,1,10,0,6,0,1,0.34,0.3333,0.53,0.1343,23,123,146,,1
15502,2012-10-13,4,1,10,0,6,0,1,0.34,0.3333,0.53,0.194,7,60,67,,2
15503,2012-10-13,4,1,10,0,6,0,1,0.32,0.303,0.66,0.2239,2,13,15,,3
15504,2012-10-13,4,1,10,0,6,0,1,0.3,0.303,0.65,0.1642,2,9,11,,4
15505,2012-10-13,4,1,10,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11,,5
15506,2012-10-13,4,1,10,0,6,0,1,0.3,0.2879,0.61,0.194,5,23,28,,6
15507,2012-10-13,4,1,10,0,6,0,1,0.3,0.303,0.61,0.1642,10,60,70,,7
15508,2012-10-13,4,1,10,0,6,0,1,0.34,0.3485,0.53,0.1045,23,151,174,,8
15509,2012-10-13,4,1,10,0,6,0,1,0.36,0.3636,0.5,0.0896,46,220,266,,9
15510,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.43,0,82,265,347,,10
15511,2012-10-13,4,1,10,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527,,11
15512,2012-10-13,4,1,10,0,6,0,1,0.44,0.4394,0.35,0,202,371,573,,12
15513,2012-10-13,4,1,10,0,6,0,1,0.46,0.4545,0.36,0.194,235,435,670,,13
15514,2012-10-13,4,1,10,0,6,0,1,0.48,0.4697,0.33,0.194,243,354,597,,14
15515,2012-10-13,4,1,10,0,6,0,1,0.5,0.4848,0.36,0.194,251,364,615,,15
15516,2012-10-13,4,1,10,0,6,0,1,0.5,0.4848,0.31,0.194,294,343,637,,16
15517,2012-10-13,4,1,10,0,6,0,1,0.46,0.4545,0.38,0.1642,193,335,528,,17
15518,2012-10-13,4,1,10,0,6,0,1,0.46,0.4545,0.44,0.1343,174,299,473,,18
15519,2012-10-13,4,1,10,0,6,0,1,0.44,0.4394,0.44,0.1642,73,259,332,,19
15520,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255,,20
15521,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.58,0.194,47,157,204,,21
15522,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.62,0,33,156,189,,22
15523,2012-10-13,4,1,10,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125,,23
15524,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111,,0
15525,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.77,0.2836,16,96,112,,1
15526,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,66,,2
15527,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28,,3
15528,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12,,4
15529,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.82,0.194,5,6,11,,5
15530,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24,,6
15531,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51,,7
15532,2012-10-14,4,1,10,0,0,0,1,0.44,0.4394,0.77,0.194,28,104,132,,8
15533,2012-10-14,4,1,10,0,0,0,2,0.48,0.4697,0.67,0.2836,62,161,223,,9
15534,2012-10-14,4,1,10,0,0,0,1,0.54,0.5152,0.56,0.194,150,278,428,,10
15535,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.52,0.2985,156,338,494,,11
15536,2012-10-14,4,1,10,0,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562,,12
15537,2012-10-14,4,1,10,0,0,0,1,0.64,0.6212,0.41,0.4478,218,401,619,,13
15538,2012-10-14,4,1,10,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617,,14
15539,2012-10-14,4,1,10,0,0,0,1,0.66,0.6212,0.39,0.4179,213,355,568,,15
15540,2012-10-14,4,1,10,0,0,0,1,0.64,0.6212,0.41,0.2985,203,378,581,,16
15541,2012-10-14,4,1,10,0,0,0,1,0.64,0.6212,0.44,0.194,193,346,539,,17
15542,2012-10-14,4,1,10,0,0,0,1,0.58,0.5455,0.6,0.2537,134,319,453,,18
15543,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336,,19
15544,2012-10-14,4,1,10,0,0,0,1,0.54,0.5152,0.73,0.2239,48,198,246,,20
15545,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.73,0.4478,40,156,196,,21
15546,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.73,0.3881,38,87,125,,22
15547,2012-10-14,4,1,10,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,,23
15548,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2537,17,31,48,,0
15549,2012-10-15,4,1,10,0,1,1,2,0.58,0.5455,0.64,0.3881,5,24,29,,1
15550,2012-10-15,4,1,10,0,1,1,2,0.58,0.5455,0.64,0.3582,1,5,6,,2
15551,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2537,2,2,4,,3
15552,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.68,0.2239,1,9,10,,4
15553,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2836,2,38,40,,5
15554,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2985,6,141,147,,6
15555,2012-10-15,4,1,10,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476,,7
15556,2012-10-15,4,1,10,0,1,1,2,0.6,0.6061,0.64,0.3881,24,713,737,,8
15557,2012-10-15,4,1,10,0,1,1,3,0.6,0.5909,0.69,0.3881,31,328,359,,9
15558,2012-10-15,4,1,10,0,1,1,2,0.6,0.5909,0.73,0.3881,43,125,168,,10
15559,2012-10-15,4,1,10,0,1,1,2,0.6,0.5909,0.73,0.3881,88,175,263,,11
15560,2012-10-15,4,1,10,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284,,12
15561,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146,,13
15562,2012-10-15,4,1,10,0,1,1,2,0.6,0.5758,0.78,0.2836,57,128,185,,14
15563,2012-10-15,4,1,10,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260,,15
15564,2012-10-15,4,1,10,0,1,1,1,0.56,0.5303,0.64,0.2985,76,371,447,,16
15565,2012-10-15,4,1,10,0,1,1,1,0.56,0.5303,0.64,0.2537,96,670,766,,17
15566,2012-10-15,4,1,10,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,,18
15567,2012-10-15,4,1,10,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,,19
15568,2012-10-15,4,1,10,0,1,1,2,0.52,0.5,0.72,0.3881,19,237,256,,20
15569,2012-10-15,4,1,10,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,,21
15570,2012-10-15,4,1,10,0,1,1,1,0.5,0.4848,0.59,0.2836,8,118,126,,22
15571,2012-10-15,4,1,10,0,1,1,1,0.46,0.4545,0.63,0.2239,9,72,81,,23
15572,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48,,0
15573,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.67,0.194,4,9,13,,1
15574,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.67,0.1343,2,1,3,,2
15575,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,,3
15576,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,,4
15577,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,,5
15578,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,,6
15579,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,,7
15580,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.62,0,35,800,835,,8
15581,2012-10-16,4,1,10,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,,9
15582,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,,10
15583,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,,11
15584,2012-10-16,4,1,10,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,,12
15585,2012-10-16,4,1,10,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,,13
15586,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,,14
15587,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,,15
15588,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,,16
15589,2012-10-16,4,1,10,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,,17
15590,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,,18
15591,2012-10-16,4,1,10,0,2,1,1,0.48,0.4697,0.48,0,40,491,531,,19
15592,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.55,0,35,397,432,,20
15593,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.63,0,19,176,195,,21
15594,2012-10-16,4,1,10,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,,22
15595,2012-10-16,4,1,10,0,2,1,1,0.4,0.4091,0.71,0,23,176,199,,23
15596,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0,1,48,49,,0
15597,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0,3,14,17,,1
15598,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0,4,12,16,,2
15599,2012-10-17,4,1,10,0,3,1,1,0.36,0.3788,0.87,0,0,7,7,,3
15600,2012-10-17,4,1,10,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,,4
15601,2012-10-17,4,1,10,0,3,1,2,0.36,0.3788,0.81,0,2,39,41,,5
15602,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.82,0,7,171,178,,6
15603,2012-10-17,4,1,10,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,,7
15604,2012-10-17,4,1,10,0,3,1,2,0.4,0.4091,0.76,0,38,779,817,,8
15605,2012-10-17,4,1,10,0,3,1,2,0.42,0.4242,0.77,0,38,344,382,,9
15606,2012-10-17,4,1,10,0,3,1,2,0.46,0.4545,0.67,0,60,168,228,,10
15607,2012-10-17,4,1,10,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,,11
15608,2012-10-17,4,1,10,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,,12
15609,2012-10-17,4,1,10,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,,13
15610,2012-10-17,4,1,10,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,,14
15611,2012-10-17,4,1,10,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,,15
15612,2012-10-17,4,1,10,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,,16
15613,2012-10-17,4,1,10,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,,17
15614,2012-10-17,4,1,10,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,,18
15615,2012-10-17,4,1,10,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,,19
15616,2012-10-17,4,1,10,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,,20
15617,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,,21
15618,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,,22
15619,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.88,0.2239,15,84,99,,23
15620,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.88,0.194,4,53,57,,0
15621,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.82,0.2239,0,14,14,,1
15622,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.82,0.194,1,13,14,,2
15623,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,,3
15624,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,,4
15625,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,,5
15626,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,,6
15627,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2537,20,488,508,,7
15628,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.82,0.2537,31,803,834,,8
15629,2012-10-18,4,1,10,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387,,9
15630,2012-10-18,4,1,10,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,,10
15631,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.56,0.2239,79,189,268,,11
15632,2012-10-18,4,1,10,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,,12
15633,2012-10-18,4,1,10,0,4,1,1,0.62,0.6212,0.53,0.3582,96,236,332,,13
15634,2012-10-18,4,1,10,0,4,1,2,0.62,0.6212,0.5,0.2985,94,191,285,,14
15635,2012-10-18,4,1,10,0,4,1,2,0.6,0.6061,0.6,0.194,69,284,353,,15
15636,2012-10-18,4,1,10,0,4,1,1,0.6,0.6212,0.56,0.2836,94,356,450,,16
15637,2012-10-18,4,1,10,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890,,17
15638,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788,,18
15639,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.68,0.2985,42,471,513,,19
15640,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387,,20
15641,2012-10-18,4,1,10,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,,21
15642,2012-10-18,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.194,27,202,229,,22
15643,2012-10-18,4,1,10,0,4,1,2,0.54,0.5152,0.83,0,6,111,117,,23
15644,2012-10-19,4,1,10,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56,,0
15645,2012-10-19,4,1,10,0,5,1,3,0.54,0.5152,0.88,0,4,12,16,,1
15646,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.88,0,1,9,10,,2
15647,2012-10-19,4,1,10,0,5,1,2,0.56,0.5303,0.83,0,0,5,5,,3
15648,2012-10-19,4,1,10,0,5,1,2,0.56,0.5303,0.83,0,1,5,6,,4
15649,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.88,0,1,35,36,,5
15650,2012-10-19,4,1,10,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,,6
15651,2012-10-19,4,1,10,0,5,1,3,0.54,0.5152,0.94,0,5,149,154,,7
15652,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467,,8
15653,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389,,9
15654,2012-10-19,4,1,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224,,10
15655,2012-10-19,4,1,10,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,,11
15656,2012-10-19,4,1,10,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332,,12
15657,2012-10-19,4,1,10,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375,,13
15658,2012-10-19,4,1,10,0,5,1,1,0.66,0.6212,0.61,0.2537,88,277,365,,14
15659,2012-10-19,4,1,10,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395,,15
15660,2012-10-19,4,1,10,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565,,16
15661,2012-10-19,4,1,10,0,5,1,3,0.62,0.6061,0.69,0.3582,48,377,425,,17
15662,2012-10-19,4,1,10,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233,,18
15663,2012-10-19,4,1,10,0,5,1,1,0.54,0.5152,0.88,0.1642,19,213,232,,19
15664,2012-10-19,4,1,10,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229,,20
15665,2012-10-19,4,1,10,0,5,1,1,0.5,0.4848,0.77,0,17,189,206,,21
15666,2012-10-19,4,1,10,0,5,1,1,0.5,0.4848,0.77,0.0896,14,176,190,,22
15667,2012-10-19,4,1,10,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131,,23
15668,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123,,0
15669,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,,1
15670,2012-10-20,4,1,10,0,6,0,1,0.44,0.4394,0.77,0.1045,9,69,78,,2
15671,2012-10-20,4,1,10,0,6,0,1,0.42,0.4242,0.77,0.1343,2,27,29,,3
15672,2012-10-20,4,1,10,0,6,0,1,0.44,0.4394,0.72,0,9,9,18,,4
15673,2012-10-20,4,1,10,0,6,0,1,0.4,0.4091,0.82,0,6,7,13,,5
15674,2012-10-20,4,1,10,0,6,0,1,0.42,0.4242,0.71,0,5,26,31,,6
15675,2012-10-20,4,1,10,0,6,0,1,0.4,0.4091,0.82,0,6,59,65,,7
15676,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.67,0.1343,29,164,193,,8
15677,2012-10-20,4,1,10,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363,,9
15678,2012-10-20,4,1,10,0,6,0,1,0.52,0.5,0.52,0.1343,111,312,423,,10
15679,2012-10-20,4,1,10,0,6,0,1,0.54,0.5152,0.52,0.2239,204,408,612,,11
15680,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703,,12
15681,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441,714,,13
15682,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.4,0,335,376,711,,14
15683,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.43,0,308,403,711,,15
15684,2012-10-20,4,1,10,0,6,0,1,0.54,0.5152,0.42,0.2836,325,366,691,,16
15685,2012-10-20,4,1,10,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731,,17
15686,2012-10-20,4,1,10,0,6,0,1,0.52,0.5,0.39,0.2239,165,356,521,,18
15687,2012-10-20,4,1,10,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,,19
